track_name,release_year,popularity,energy,danceability,valence,tempo,artist_name
Ka Be Durava,1993,17,0.131,0.5,0.59,125.577,Lata Mangeshkar
Für dich da - Remastered 2016,1984,30,0.843,0.823,0.796,116.777,Herbert Grönemeyer
Huelo a Soledad,2001,52,0.502,0.479,0.155,115.037,Ana Gabriel
E Mi Ribello,1984,28,0.474,0.613,0.123,108.266,Eros Ramazzotti
Slim Slow Slider - 1999 Remaster,1968,36,0.127,0.461,0.183,133.974,Van Morrison
S'Posin' - 1998 Digital Remaster,1961,26,0.298,0.619,0.722,80.523,Frank Sinatra
Alimango,1997,19,0.881,0.403,0.706,124.395,Parokya Ni Edgar
The Only,2003,65,0.979,0.428,0.292,104.84,Static-X
Seasons (with Sjava & Reason),2018,56,0.554,0.629,0.308,126.694,Mozzy
Under The Gun,1984,31,0.967,0.515,0.0833,119.875,KISS
Voy a Extrañarte,2007,44,0.266,0.481,0.442,88.206,Andrés Cepeda
Just Lose It,2004,50,0.633,0.94,0.962,121.003,Eminem
Jonakare Rati,1956,6,0.223,0.314,0.235,174.202,Lata Mangeshkar
"Doko,Doko",2010,26,0.882,0.911,0.974,142.075,Kondio
"Keyboard Concerto No. 5 in F Minor, BWV 1056: III. Presto",1957,19,0.356,0.393,0.735,183.966,Johann Sebastian Bach
All Mixed Up,1978,43,0.74,0.519,0.78,122.132,The Cars
Cocaine Carolina,1984,51,0.44,0.597,0.952,90.351,David Allan Coe
Love Isn't Easy (But It Sure Is Hard Enough),1973,30,0.576,0.733,0.958,126.953,ABBA
Shape of My Heart,2000,73,0.786,0.575,0.518,96.102,Backstreet Boys
Bunga,2005,53,0.651,0.694,0.623,160.081,Bondan Prakoso
Si Tú La Quieres,2020,71,0.778,0.748,0.607,100.053,David Bisbal
Nosso Sonho Não é Ilusão / Tão Só / Que Se Chama Amor - Ao Vivo,2008,41,0.654,0.416,0.435,138.215,Alexandre Pires
Tenderly,1958,36,0.17,0.29,0.0635,99.031,Sarah Vaughan
Silver Threads and Golden Needles,1973,37,0.462,0.576,0.925,144.142,Linda Ronstadt
The Blue Sky - 2015 Remaster,1985,28,0.898,0.54,0.721,114.049,a-ha
ピースサイン,2017,59,0.935,0.593,0.618,100.003,Kenshi Yonezu
Sembaruthi Poove,1999,25,0.308,0.725,0.561,112.854,Hariharan
Hey DJ,2018,20,0.809,0.798,0.471,90.006,CNCO
Молодым,2019,50,0.537,0.716,0.282,89.972,LIZER
"Lieder ohne Worte in D Major, Op. 102: No. 2, Adagio",1959,1,0.053,0.432,0.393,140.397,Felix Mendelssohn
Kala Cinta Menggoda,2007,39,0.817,0.687,0.748,171.357,Chrisye
忘詞,2006,40,0.79,0.528,0.598,140.006,Mayday
Dost Ban Ban Ke Mile Mujhko Mitane Wale,1988,9,0.376,0.55,0.555,123.399,Jagjit Singh
Beers And Sunshine,2020,73,0.645,0.57,0.677,81.084,Darius Rucker
0028 - und der Doppelgänger - Teil 22,1981,36,0.708,0.592,0.698,79.172,Die drei ???
Jab Ham Chale To Saya Bhi Apna - Dialogues,1957,6,0.311,0.439,0.392,77.238,Guru Dutt
Y Hubo Alguien,2003,56,0.88,0.518,0.689,93.959,Marc Anthony
Love-Hate-Sex-Pain,2010,63,0.911,0.215,0.47,183.535,Godsmack
Pequeñas Cosas,2006,66,0.614,0.688,0.852,176.396,Willie Gonzalez
Que Levante La Mano,2001,62,0.618,0.69,0.75,150.993,Los Angeles De Charly
Take It to the Limit - Live; 1999 Remaster,1980,41,0.662,0.386,0.316,136.56,Eagles
Soldier Like Me,2004,56,0.614,0.748,0.57,172.03,2Pac
"Étude in C-Sharp Minor, Op. 10, No. 4",1963,26,0.276,0.231,0.544,170.283,Frédéric Chopin
Naan Malarodu,1966,16,0.565,0.399,0.773,92.716,P. Susheela
Spiagge,1991,51,0.657,0.293,0.356,114.634,Renato Zero
Unutamadım,1992,19,0.697,0.634,0.568,128.028,Sertab Erener
Auberge,1991,47,0.856,0.447,0.173,170.251,Chris Rea
Se não avisar o bicho pega,1999,35,0.893,0.718,0.612,119.225,O Rappa
Corazon Latino,2002,46,0.976,0.727,0.85,120.038,David Bisbal
Pobre Secretaria,2007,45,0.605,0.847,0.96,133.965,Daniela Romo
Despues de Amar,2001,47,0.541,0.682,0.574,138.265,Los inquietos del vallenato
El ataque de las chicas cocodrilo,2006,49,0.809,0.506,0.559,119.651,Hombres G
Esquiva da Esgrima,2014,48,0.825,0.573,0.68,84.744,Criolo
Dickie,1993,31,0.629,0.729,0.76,92.121,Buju Banton
Girl Friend,2003,32,0.796,0.77,0.698,107.986,Karthik
Я хочу быть кочегаром,1983,18,0.367,0.623,0.69,106.032,Kino
Si Yo Me Vuelvo A Enamorar,2000,42,0.353,0.601,0.208,107.957,Myriam Hernandez
You're A Heavenly Thing,1957,7,0.173,0.528,0.445,94.641,Louis Armstrong
Sunshine,2017,64,0.674,0.697,0.455,121.984,Cat Dealers
Living Single,2016,68,0.62,0.714,0.73,80.109,Big Sean
Emannavoo,2015,45,0.542,0.457,0.652,109.973,Anirudh Ravichander
Puso,2009,41,0.88,0.534,0.648,79.014,Sponge Cola
Me Olvide De Los Demas,1988,17,0.278,0.401,0.26,106.962,Andrés Calamaro
Ligia,1976,31,0.381,0.283,0.142,125.409,Antônio Carlos Jobim
Masacre en el Puticlub,1988,48,0.678,0.646,0.652,90.196,Patricio Rey y sus Redonditos de Ricota
Rosanna,1982,73,0.513,0.365,0.739,80.647,TOTO
"Goldberg Variations, BWV 988: Variation 10. Fughetta. a 1 Clav. - 1955 Version",1957,3,0.318,0.559,0.92,98.709,Johann Sebastian Bach
Tu Cárcel - Extended Version,2015,44,0.866,0.753,0.77,100.24,Los Bukis
Oyunbaz,2020,53,0.771,0.714,0.757,99.992,Yalın
Reminder,2016,74,0.505,0.706,0.388,160.053,The Weeknd
A Hazy Shade of Winter,1999,40,0.61,0.49,0.967,141.457,Simon & Garfunkel
O mineiro e o italiano,1964,23,0.399,0.62,0.783,119.727,Tião Carreiro & Pardinho
Slowly But Surely,1980,22,0.318,0.657,0.507,82.961,Don Williams
Heaven Is a Place on Earth,2013,70,0.852,0.64,0.793,122.902,Belinda Carlisle
"German Mass, D.872: Offertory: Du gabst, o Herr; mir Sein und Leben",1982,10,0.0321,0.198,0.0463,130.702,Franz Schubert
White Lightning And Wine,1975,42,0.42,0.699,0.744,117.145,Heart
Blockbuster,2016,47,0.917,0.771,0.696,82.002,Shreya Ghoshal
Queen Bee,1976,33,0.703,0.577,0.851,158.889,Barbra Streisand
Que Tire Pa Lante,2021,2,0.901,0.659,0.704,93.979,Daddy Yankee
Bip Bip - Bayraşa Mix,2014,40,0.79,0.7,0.6,104.992,Simge
Quanno Chiove - Remastered 2008,1980,51,0.588,0.59,0.474,119.49,Pino Daniele
Come,1994,35,0.843,0.75,0.696,91.378,Prince
Les sucettes,1996,39,0.503,0.598,0.73,111.66,Serge Gainsbourg
Contra La Pared,2019,72,0.588,0.828,0.598,94.052,Sean Paul
Tú Con Él,2002,37,0.786,0.826,0.961,95.428,Frankie Ruiz
Rigodon,1984,33,0.64,0.817,0.933,119.859,Mocedades
Lando's Palace,1980,8,0.0366,0.178,0.0375,129.282,John Williams
Cálice,1978,15,0.163,0.637,0.401,117.865,Maria Bethânia
Mr. Record Man,1962,24,0.412,0.662,0.819,126.35,Willie Nelson
Feelin' Alright - Live At The Fillmore East/1970,1970,23,0.914,0.436,0.87,174.005,Joe Cocker
Indifference (Remastered),1993,49,0.28,0.303,0.245,102.221,Pearl Jam
The Emperor's New Clothes,1990,45,0.711,0.736,0.709,123.165,Sinéad O'Connor
"Verdi : La Traviata : Act 3 ""Addio, del passato bei sogni ridenti"" [Violetta, Chorus]",1954,9,0.0704,0.261,0.0883,77.188,Giuseppe Verdi
Sama Hai Bahar Ka,1952,0,0.366,0.713,0.961,116.772,Lata Mangeshkar
Amiga,1996,30,0.574,0.807,0.945,104.991,Agua Marina
Hangover,2011,53,0.869,0.601,0.555,128.066,Taio Cruz
Cities,1979,31,0.783,0.622,0.753,130.511,Talking Heads
Maldito duende - Directo,1996,33,0.742,0.345,0.226,120.83,Heroes Del Silencio
Licking Crème,1999,39,0.947,0.595,0.577,113.089,Sevendust
Jilguero,1991,29,0.0841,0.401,0.227,109.375,Luis Alberto Spinetta
So Young - MTV Unplugged Version,1999,35,0.819,0.559,0.701,105.863,The Corrs
Jar Of Hearts [Mix Cut] - Club Mix,2013,2,0.817,0.619,0.617,131.993,Dash Berlin
Khali Morda Nahin Data Hajveri - Complete Original Version,1990,15,0.715,0.513,0.676,107.261,Nusrat Fateh Ali Khan
Till Death Do Us Part,1989,37,0.783,0.615,0.977,143.783,Madonna
Madhura Madhuratara,2004,29,0.84,0.73,0.588,91.996,Unnikrishnan
Tere Paas Aake Mera Waqt Guzar Jata,1965,6,0.436,0.631,0.948,132.253,Asha Bhosle
"Symphony No. 4 in F Minor, Op. 36, TH 27: II. Andantino in modo di canzona",1955,3,0.0414,0.116,0.0759,78.465,Pyotr Ilyich Tchaikovsky
Sacrifices,2017,63,0.439,0.903,0.532,139.112,Drake
"Concerto for Violin and Strings in E, Op.8, No.1, RV.269 ""La Primavera"": 1. Allegro",1983,27,0.188,0.47,0.223,101.05,Antonio Vivaldi
Yes I'm Changing,2015,70,0.609,0.373,0.354,179.955,Tame Impala
Symphony No. 3 in F Op. 90: IV Allegro,1947,0,0.136,0.189,0.0994,81.246,Johannes Brahms
Gustoso,2014,36,0.919,0.518,0.742,156.12,El Alfa
Wait a Minute!,2015,82,0.705,0.764,0.672,101.003,WILLOW
Monster (Dotexe Remix),2017,67,0.649,0.578,0.386,168.813,Nightcore
La Complicidad,2010,60,0.744,0.641,0.669,129.01,Cultura Profética
11:59,1978,35,0.872,0.394,0.753,183.88,Blondie
Jubel,2014,51,0.469,0.71,0.17,124.998,Klingande
Ella Hums The Blues,1955,15,0.301,0.374,0.39,72.97,Ella Fitzgerald
Mina De Fé,2004,40,0.602,0.545,0.633,77.408,Waguinho
Raabta (Title Track),2017,51,0.701,0.636,0.352,113.886,Pritam
Foreigner's God,2014,54,0.458,0.522,0.36,89.009,Hozier
Sevdim Seni Bir Kere,2012,53,0.555,0.419,0.409,108.916,Teoman
Romping Shop,2010,49,0.649,0.598,0.417,171.977,Vybz Kartel
Wild Honey,2000,42,0.784,0.565,0.385,125.138,U2
El Andariego,1991,35,0.37,0.817,0.811,121.831,Cornelio Reyna
Atlant,2020,54,0.57,0.588,0.563,73.927,Miyagi & Andy Panda
Neel Akasher Niche,1958,2,0.131,0.392,0.337,179.513,Hemant Kumar
In the Night - Extended Mix,1990,38,0.658,0.643,0.842,120.397,Pet Shop Boys
Flyin' High (In The Friendly Sky),1971,48,0.417,0.383,0.584,109.319,Marvin Gaye
The Refugee - Remastered 2008,1983,35,0.873,0.562,0.911,151.134,U2
I Go Blind - 2019 Remaster,1994,57,0.775,0.623,0.868,121.891,Hootie & The Blowfish
Memórias,2005,45,0.944,0.366,0.337,175.586,Pitty
"Rhapsody on a Theme of Paganini, Op. 43: Variation VIII",1960,5,0.495,0.42,0.96,85.098,Sergei Rachmaninoff
"Bitch, Don’t Kill My Vibe",2012,61,0.698,0.587,0.0985,133.954,Kendrick Lamar
Shadow,2013,43,0.918,0.68,0.752,114.915,Beast
Maan Mera Ehsan Are Nadaan,1952,7,0.371,0.674,0.749,79.859,Mohammed Rafi
Un Rayo De Sol,2001,44,0.731,0.724,0.914,101.602,Los Acosta
Father & Son,2006,50,0.579,0.579,0.44,131.899,Rod Stewart
Rain Street,1990,26,0.766,0.453,0.651,169.8,The Pogues
Wake up Sunshine - Steven Wilson Remix; 2016,1970,34,0.454,0.642,0.681,125.914,Chicago
"Ole School Shit (feat. Gangsta Dresta, B.G. Knocc Out & Sylk)",1996,33,0.668,0.787,0.601,81.907,Eazy-E
Not Meant To Be,2008,41,0.834,0.429,0.284,142.774,Theory of a Deadman
Tengo un Dios,2020,47,0.934,0.933,0.913,120.014,Silvestre Dangond
"Goldberg Variations, BWV 988: Variation 6 a 1 Clav. Canone alla Seconda",1956,23,0.152,0.299,0.704,100.745,Johann Sebastian Bach
Fine China,2014,62,0.731,0.654,0.59,104.002,Chris Brown
Vasantha Panchami,1964,12,0.297,0.363,0.45,65.591,S. Janaki
Bolo Bolo Kuchh To Bolo,1959,5,0.649,0.65,0.942,112.626,Mohammed Rafi
Абаносовият кон -част 2,1988,3,0.201,0.644,0.268,136.968,Ванча Дойчева
"Front, Back & Side to Side",1994,48,0.633,0.818,0.803,150.0,UGK
Sofiane,2019,51,0.643,0.772,0.429,96.03,Boef
Te Hice Mujer,2007,48,0.73,0.697,0.582,89.991,Wisin & Yandel
013 - und der lachende Schatten - Teil 13,1980,38,0.696,0.775,0.694,104.006,Die drei ???
Loverboy - Extended Mix,1984,36,0.9,0.704,0.734,107.708,Billy Ocean
"Piano Concerto No. 21 in C Major, K. 467: II. Andante",1983,34,0.0191,0.142,0.0574,80.354,Wolfgang Amadeus Mozart
Esto no Es Una Elegía,1978,37,0.197,0.508,0.7,134.537,Silvio Rodríguez
Safe & Sound - from The Hunger Games Soundtrack,2012,66,0.3,0.471,0.289,144.319,Taylor Swift
Lullaby,2018,44,0.493,0.658,0.524,139.829,Lukas Graham
005 - und der Fluch des Rubins - Teil 08,1979,44,0.424,0.708,0.81,52.668,Die drei ???
Navigate The Seas Of The Sun,2005,39,0.619,0.525,0.381,92.501,Bruce Dickinson
Refrão de Bolero,1987,43,0.358,0.492,0.312,145.418,Engenheiros Do Hawaii
Working for the Weekend,1989,33,0.88,0.518,0.782,146.941,Loverboy
Outro,2011,46,0.254,0.161,0.08,108.879,M83
"Piano Sonata in E-Flat Major, Hob. XVI: 49: I. Allegro - Remastered",1958,5,0.257,0.316,0.51,156.065,Franz Joseph Haydn
Heal,2013,51,0.179,0.455,0.12,73.698,Tom Odell
Hold Me,1975,26,0.258,0.454,0.415,95.801,Dolly Parton
Se Motiva,2018,58,0.639,0.778,0.886,96.005,KHEA
Disfruto,2012,72,0.123,0.433,0.137,181.882,Carla Morrison
Forbidden Colours,1983,14,0.195,0.623,0.34,105.247,Ryuichi Sakamoto
Spring of Life,2012,40,0.987,0.541,0.872,132.002,Perfume
Rattlesnake Shake - 2018 Remaster,2018,34,0.62,0.583,0.442,101.054,Fleetwood Mac
Sina (Ao Vivo),1999,37,0.869,0.526,0.628,141.276,Djavan
Come On In My Kitchen - Take 2,1936,32,0.032,0.615,0.222,88.454,Robert Johnson
Been That Way,2015,61,0.759,0.527,0.802,183.279,Bryson Tiller
Fields,2018,65,0.498,0.864,0.225,106.979,Giveon
Baby Don't You Do It,1965,24,0.595,0.593,0.925,83.299,Marvin Gaye
Dil Pardesi Ho Gaya,1999,28,0.832,0.619,0.617,92.957,Lata Mangeshkar
Jewel,1970,24,0.576,0.541,0.796,93.456,T. Rex
"I Love You, Baby",1962,9,0.52,0.597,0.944,99.348,Paul Anka
"Der Messias - In deutscher Sprache / Dritter Teil: 45. Rezitativ (Baß) ""Vernehmt, ich künd' ein Geheimnis an""",1965,9,0.133,0.22,0.0531,83.477,George Frideric Handel
May It Be,2009,54,0.172,0.151,0.103,81.397,Enya
Vendaval Sin Rumbo,1960,31,0.258,0.54,0.662,108.953,Javier Solís
I Still Believe in Fairy Tales,1964,10,0.148,0.522,0.274,94.765,Tammy Wynette
Ma cherie - Dj Antoine Vs Mad Mark 2K12 Radio Edit,2012,53,0.584,0.757,0.856,127.929,DJ Antoine
Smile,1962,28,0.171,0.163,0.141,82.922,Tony Bennett
Numb to the Feeling,2018,61,0.737,0.695,0.248,129.999,Chase Atlantic
Kır Gönlünün Zincirini,1998,22,0.786,0.633,0.912,130.042,Orhan Gencebay
Dance With The Devil,2006,67,0.929,0.345,0.181,155.041,Breaking Benjamin
Август е Септември,2015,23,0.614,0.457,0.378,76.996,Miro
"Verdi: Rigoletto, Act 1: ""Quel vecchio maledivami"" (Rigoletto, Sparafucile)",1956,2,0.0505,0.323,0.127,101.738,Giuseppe Verdi
O Sanam,2006,33,0.705,0.674,0.487,93.002,KK
Delta Dawn,1972,28,0.32,0.531,0.385,84.892,Waylon Jennings
Even Cowgirls Get the Blues,1937,7,0.538,0.693,0.666,177.546,Johnny Cash
050 - und der verschwundene Filmstar - Teil 05,1991,35,0.717,0.744,0.443,73.74,Die drei ???
Canım Benim,1994,30,0.673,0.526,0.569,136.912,Cem Karaca
Ричард Гордон,2008,30,0.896,0.581,0.614,160.103,Korol i Shut
Go With The Flow,2002,34,0.992,0.248,0.421,159.366,Queens of the Stone Age
015 - und der rasende Löwe - Teil 08,1980,37,0.47,0.683,0.731,81.115,Die drei ???
I Turn My Camera On,2005,57,0.466,0.943,0.782,100.172,Spoon
Scream for Silence,2013,38,0.962,0.43,0.528,107.934,Children Of Bodom
To Germany With Love - 2019 Remaster,1984,29,0.79,0.597,0.5,134.655,Alphaville
Rosie's Lullaby,2007,53,0.112,0.401,0.0578,119.789,Norah Jones
Nòmadas - Remastered,1987,27,0.69,0.592,0.666,111.645,Franco Battiato
People Are People,1985,39,0.883,0.693,0.855,119.86,Depeche Mode
Leila,1996,36,0.629,0.696,0.492,115.111,Legião Urbana
Andamos Armados,1997,50,0.965,0.789,0.392,96.018,Control Machete
Den Jeg Er,2009,45,0.5,0.676,0.581,151.974,Rasmus Seebach
Lettre à une femme,2020,58,0.398,0.487,0.905,149.367,Ninho
Расстояние,2021,54,0.411,0.937,0.675,127.972,FACE
Doldum,2019,61,0.614,0.481,0.435,180.018,Adamlar
044 - und der gestohlene Preis - Teil 08,1988,34,0.702,0.676,0.363,85.156,Die drei ???
Call on Me,2006,32,0.713,0.697,0.67,82.007,Laleh
Nervous,2018,68,0.614,0.589,0.318,119.837,The Neighbourhood
Better Half of Me,2019,66,0.453,0.576,0.418,107.89,Tom Walker
Beggin' On Your Knees (feat. Victoria Justice),2011,66,0.869,0.623,0.663,130.013,Victorious Cast
Vital Juices - 1975 Version,1974,33,0.989,0.495,0.525,101.269,Funkadelic
イコール,2017,48,0.504,0.495,0.292,139.969,Official HIGE DANdism
別問,1994,25,0.158,0.587,0.207,118.125,Jacky Cheung
Balaclava,2007,52,0.824,0.417,0.642,137.836,Arctic Monkeys
Luna,2014,59,0.917,0.579,0.387,121.989,Bombay Bicycle Club
Need You Now,2010,71,0.622,0.587,0.231,107.943,Lady A
Cuenta Conmigo,2010,57,0.727,0.58,0.901,86.803,Jerry Rivera
You,1980,32,0.5,0.43,0.52,141.778,"Earth, Wind & Fire"
Эми,2021,62,0.749,0.65,0.115,141.965,PHARAOH
Total Que Más Da,1991,56,0.589,0.635,0.598,111.359,Bronco
Wrong Side of Heaven,2013,66,0.932,0.481,0.543,149.992,Five Finger Death Punch
Fantasy,2015,63,0.747,0.68,0.331,113.933,Alina Baraz
Step Into Christmas,1974,32,0.928,0.54,0.796,140.419,Elton John
"Mazurka, Op. 6, No. 2 in C-Sharp Minor",1945,0,0.107,0.346,0.118,75.845,Frédéric Chopin
A Todas Horas,2018,54,0.566,0.752,0.365,149.827,Miky Woodz
Campana Sobre Campana,1986,35,0.768,0.726,0.452,110.008,Yuri
Say So (feat. Nicki Minaj),2020,73,0.641,0.856,0.745,111.004,Doja Cat
恕難從命 - 國際青年年「香港流行曲邀請賽」季軍歌曲及最佳編曲獎,1986,11,0.532,0.69,0.452,131.945,Jacky Cheung
Kurban Olam O Kaşı Karaya,1977,9,0.42,0.563,0.793,134.355,İbrahim Tatlıses
La Traviata / Act 1: Prelude,1977,40,0.0124,0.233,0.0379,130.526,Giuseppe Verdi
I'm Legit,2012,67,0.746,0.859,0.543,75.002,Nicki Minaj
Kaga To Ud Gaya,1993,20,0.622,0.537,0.802,120.455,Alka Yagnik
Outra Vida - Ao Vivo,2012,55,0.408,0.366,0.307,127.279,Armandinho
HOSEE,1999,26,0.934,0.672,0.726,117.179,Mayday
Amiga Linda,2015,55,0.69,0.674,0.625,161.827,João Bosco & Vinicius
Mama's Got A Girlfriend Now,1994,31,0.791,0.646,0.97,176.41,Ben Harper
016 - und der Zauberspiegel - Teil 02,1980,38,0.905,0.72,0.286,52.453,Die drei ???
050 - und der verschwundene Filmstar - Teil 36,1991,35,0.793,0.616,0.643,117.951,Die drei ???
"Behind the Wheel - Live at Rose Bowl, Pasadena, CA, 18/6/1988",1989,32,0.951,0.546,0.216,125.177,Depeche Mode
Awas Jatuh Cinta,2020,60,0.51,0.321,0.238,134.004,Armada
La nena,1994,45,0.833,0.712,0.967,157.395,Banda Pequeños Musical
Someone New,2014,48,0.539,0.593,0.577,91.98,Hozier
007 - und der unheimliche Drache - Teil 33,1979,38,0.759,0.704,0.662,114.89,Die drei ???
"Piano Trio in A Minor, M. 67: II. Pantoum - Assez vif",1950,3,0.401,0.514,0.38,107.644,Maurice Ravel
Borrowed Time - Remastered 2010,1984,35,0.74,0.917,0.967,116.194,John Lennon
Hum Dono Do Premi,1974,22,0.557,0.35,0.677,86.617,Lata Mangeshkar
Best I Ever Had,2005,53,0.59,0.273,0.214,174.863,Gary Allan
Mal De Amor,1983,26,0.804,0.624,0.93,164.867,Tim Maia
Woke Up This Morning,1956,17,0.853,0.364,0.619,150.451,B.B. King
Laksamana Mati Dibunuh,1997,16,0.389,0.457,0.281,109.851,Dato' Sri Siti Nurhaliza
Afire Love,2014,61,0.637,0.552,0.333,97.97,Ed Sheeran
La Madrileña,1981,29,0.416,0.552,0.372,114.015,Juan Gabriel
"Texas Flood - Live at Ripley's Music Hall, Philadelphia, PA, Oct. 20, 1983",1983,37,0.613,0.261,0.402,138.538,Stevie Ray Vaughan
יום השישי,2019,42,0.485,0.716,0.489,140.021,Omer Adam
HO SPENTO IL CIELO (con Tommaso Paradiso),2021,0,0.84,0.547,0.444,157.947,Rkomi
"Yeh Zindagi Usiki Hai, Pt. 2",1953,7,0.406,0.247,0.607,162.327,Lata Mangeshkar
045 - und das Gold der Wikinger - Teil 30,1989,35,0.446,0.634,0.886,128.138,Die drei ???
"Phir Na Milen Kabhi (From ""Malang - Unleash The Madness"")",2020,55,0.434,0.244,0.248,163.737,Ankit Tiwari
Here in My Heart,1955,2,0.416,0.173,0.233,83.567,Tony Bennett
The Right Left Hand,1998,40,0.345,0.693,0.473,114.802,George Jones
One Dance,2016,66,0.625,0.792,0.37,103.967,Drake
If Music Could Talk - Remastered,1980,32,0.62,0.617,0.926,142.385,The Clash
The Girl From Ipanema (Garota de Ipanema) [Ao Vivo],1992,32,0.75,0.563,0.631,81.296,Tim Maia
Soul Survivor,2005,54,0.493,0.684,0.08,84.03,Jeezy
Ebb Tide - 1958 Mono Mix,1958,12,0.225,0.125,0.119,168.627,Frank Sinatra
10 Bands,2015,65,0.756,0.825,0.888,172.938,Drake
Süryani,1995,25,0.593,0.705,0.892,139.945,Ahmet Kaya
When We Grow Up,1972,27,0.392,0.646,0.68,127.635,Diana Ross
The Greatest Discovery,1970,25,0.143,0.34,0.105,66.806,Elton John
Nuvvem Maya,2003,36,0.553,0.836,0.778,120.916,Shreya Ghoshal
Basta Querer - Ao Vivo,1998,31,0.483,0.365,0.457,131.436,Padre Marcelo Rossi
Soun Mahina Aaya,1978,11,0.391,0.521,0.919,87.623,Mohammed Rafi
053 - und die Automafia - Teil 04,1991,36,0.754,0.598,0.574,78.693,Die drei ???
A Love So Beautiful,1987,20,0.395,0.487,0.114,127.473,Michael Bolton
Maligno,1998,48,0.538,0.775,0.722,90.048,Aterciopelados
I Love It (feat. Charli XCX),2013,62,0.906,0.711,0.824,125.916,Icona Pop
Cornflake Girl,1994,60,0.638,0.631,0.812,133.739,Tori Amos
Reste - Remastered 2014,1965,17,0.442,0.465,0.538,119.44,Charles Aznavour
Unutulmayanlara,1987,29,0.186,0.491,0.568,91.797,Ahmet Kaya
"Brahms: Symphony No. 2 in D Major, Op. 73: II. Adagio non troppo",1935,0,0.186,0.16,0.0362,78.693,Johannes Brahms
Home Again,1971,53,0.255,0.505,0.623,140.344,Carole King
Te Puedo Sentir,2009,52,0.485,0.301,0.105,140.176,Alex Campos
Amor Y Olvido,1967,22,0.109,0.656,0.632,107.23,Vicente Fernández
Agitation,1965,25,0.37,0.441,0.389,140.27,Miles Davis
Deusa nua,2001,40,0.733,0.757,0.821,128.013,Amado Batista
Sunday Girl - Remastered,1979,34,0.675,0.624,0.848,146.378,Blondie
Live Undead,1988,38,0.988,0.428,0.135,114.386,Slayer
"Que Sufra, Que Chupe Y Que Llore",2016,49,0.298,0.801,0.835,120.064,Paola Jara
Ausência - Ao Vivo,2014,49,0.58,0.43,0.427,82.723,Bruno & Marrone
Come Rain Or Come Shine (Take 5),1960,41,0.128,0.494,0.198,86.896,Bill Evans
"Nocturnes, Op. 9: No. 2 in E-Flat Major",1946,0,0.132,0.373,0.124,76.105,Frédéric Chopin
Como é Bom Saber - Versão remasterizada,1965,13,0.417,0.566,0.967,136.326,Roberto Carlos
I'm In a Low Down Groove,1935,6,0.1,0.553,0.234,82.041,Billie Holiday
Mistreated / Rock Me Baby - Medley / Live,1976,22,0.406,0.365,0.259,136.178,Deep Purple
I Choose - From The Netflix Original Film The Willoughbys,2020,66,0.631,0.66,0.416,138.007,Alessia Cara
Sarkati Jaye Hai Rukh Se Naqab Ahista Ahista,1977,9,0.321,0.498,0.666,72.38,Jagjit Singh
Who's That Girl?,1991,26,0.427,0.704,0.574,119.955,Eurythmics
Abonné,2015,53,0.587,0.752,0.226,110.036,PNL
If I Were You - Take 1,1933,15,0.241,0.764,0.598,125.063,Billie Holiday
Yo No Soy Digno de Ti,1982,32,0.51,0.54,0.178,127.656,José José
Mujer del bosque - Raúl Porchetto,1976,14,0.12,0.311,0.0844,75.238,Porsuigieco
We Don't Have To Dance,2016,65,0.929,0.535,0.649,146.068,Andy Black
"Symphony No. 6 in F Major, Op. 68 - ""Pastoral"": 5. Hirtengesang. Frohe und dankbare Gefühle nach dem Sturm. Allegretto",1963,17,0.16,0.146,0.111,95.672,Ludwig van Beethoven
Tomorrow,1988,48,0.306,0.527,0.1,105.617,Europe
Don't Squeeze Me Like Toothpaste,1977,23,0.375,0.648,0.371,114.601,10cc
